name,serving_size,calories,proteins,carbohydrate,fat,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,name_clean,food_category
Es Krim Walls Cappuccino,1 g,70.0,1.0,19.0,8.0,10.0,15.0,1.0,6.98,1.67,5.85,11.94,1.0,30.0,0.0,0.0,0.0,7.0,12.0,0.0,es krim walls cappuccino,Healthy
Cashew,3.30 g,553.0,18.22,30.19,43.85,0.0,0.0,3.3,25.72,30.37,9.29,65.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cashew,High protein
"Kucai muda (lokio), segar",1.80 g,42.0,3.8,7.8,0.6,0.0,22.0,4.9,1.95,6.33,2.4,0.9,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kucai muda (lokio), segar",Low Carb
"Susu kuda, segar",0.40 g,40.0,2.0,5.4,1.1,0.0,0.0,0.0,1.86,3.33,1.66,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"susu kuda, segar",Low Carb
Eskrim cornetto oreo,2 g,240.0,2.0,33.0,11.0,20.0,0.0,2.0,11.16,3.33,10.15,16.42,0.0,0.0,0.0,0.0,11.0,12.0,17.0,0.0,eskrim cornetto oreo,Snack
Keripik Qtela ubi ungu,0 g,100.0,0.0,14.0,5.0,3.0,0.0,0.0,4.65,0.0,4.31,7.46,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,keripik qtela ubi ungu,Low Sugar
"Anak sapi, daging,sedang,segar",0.90 g,190.0,19.1,0.0,12.0,0.0,99.0,0.0,8.84,31.83,0.0,17.91,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"anak sapi, daging,sedang,segar",High protein
Susu Bear brand gold teh putih,4 g,70.0,4.0,10.0,2.0,0.0,0.0,0.0,3.26,6.67,3.08,2.99,0.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,susu bear brand gold teh putih,Low Carb
Es teh tawar,0.02 g,2.0,0.02,0.67,0.0,0.0,0.0,0.0,0.09,0.03,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,es teh tawar,Low Carb
susu tango kido rasa banana pudding,10 g,90.0,10.0,15.0,2.5,0.0,140.0,0.0,4.19,16.67,4.62,3.73,9.33,0.0,10.0,17.0,5.0,0.0,0.0,0.0,susu tango kido rasa banana pudding,Low Sugar
Biskuit WRP Everyday chocolate chip,2 g,100.0,1.0,11.0,5.0,0.0,0.0,2.0,4.65,1.67,3.38,7.46,0.0,0.0,0.0,0.0,0.0,5.0,8.0,7.0,biskuit wrp everyday chocolate chip,Low Sugar
Ampas tahu mentah,0.60 g,67.0,5.0,8.1,2.1,0.0,8.0,4.1,3.12,8.33,2.49,3.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ampas tahu mentah,Low Carb
"Anyang, sayur",1.50 g,126.0,3.4,10.3,7.9,0.0,290.0,5.4,5.86,5.67,3.17,11.79,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"anyang, sayur",Low Sugar
"Ikan Banjar, segar",1.40 g,111.0,19.4,4.8,0.9,0.0,99.0,0.0,5.16,32.33,1.48,1.34,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan banjar, segar",High protein
Misoa,1.30 g,345.0,8.5,78.0,2.2,0.0,3064.0,0.5,16.05,14.17,24.0,3.28,204.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,misoa,Low Sugar
"Ares,sayur",3 g,113.0,0.9,11.2,7.2,0.0,1413.0,4.7,5.26,1.5,3.45,10.75,94.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ares,sayur",Low Sugar
biskuit Lotte choco pie,1 g,120.0,1.0,19.0,4.5,10.0,0.0,0.0,5.58,1.67,5.85,6.72,0.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,biskuit lotte choco pie,Healthy
Srikaya ketan,0.80 g,265.0,2.7,49.1,6.4,0.0,0.0,0.0,12.33,4.5,15.11,9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,srikaya ketan,Low Sugar
Dairy queen oreo cookie blizzard,1 g,780.0,15.0,117.0,29.0,84.0,0.0,1.0,36.28,25.0,36.0,43.28,0.0,0.0,0.0,0.0,36.0,37.0,44.0,0.0,dairy queen oreo cookie blizzard,High protein
Puffies Soes Crunchy Cheese,1 g,30.0,2.0,6.0,6.0,0.0,120.0,1.0,4.19,3.33,1.85,8.96,8.0,25.0,8.0,0.0,0.0,0.0,9.0,0.0,puffies soes crunchy cheese,Low Carb
Pocky double choco,4 g,240.0,4.0,29.0,12.0,9.0,0.0,0.0,11.16,6.67,8.92,17.91,0.0,0.0,0.0,0.0,9.0,12.0,18.0,0.0,pocky double choco,Snack
Mie sedap instan kari spesial,3 g,130.0,8.0,47.0,14.0,3.0,1060.0,3.0,16.28,13.33,14.46,20.9,70.67,0.0,71.0,0.0,0.0,0.0,0.0,0.0,mie sedap instan kari spesial,Low Sugar
Jasjus Rasa Lemon,0 g,25.0,0.0,6.0,0.0,5.0,15.0,0.0,1.16,0.0,1.85,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,jasjus rasa lemon,Low Carb
"Telur ayam kampung, segar",0.90 g,174.0,10.8,1.2,14.0,0.0,190.0,0.0,8.09,18.0,0.37,20.9,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"telur ayam kampung, segar",Low Carb
Sagu rendang,1 g,364.0,0.1,90.5,0.2,0.0,42.0,1.9,16.93,0.17,27.85,0.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagu rendang,Low Sugar
Silverqueen Crispy with Milk Chocolate,4 g,170.0,4.0,15.0,10.0,11.0,35.0,0.0,7.91,6.67,4.62,14.93,2.33,0.0,0.0,7.0,0.0,8.0,15.0,0.0,silverqueen crispy with milk chocolate,Snack
Sukun tua,1 g,126.0,1.6,24.5,0.2,0.0,25.0,1.5,5.86,2.67,7.54,0.3,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sukun tua,Low Sugar
"Kacang belimbing (kecipir), kering",4.20 g,400.0,34.4,34.1,16.9,0.0,37.0,10.7,18.6,57.33,10.49,25.22,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kacang belimbing (kecipir), kering",High protein
Lapis legit,0.90 g,389.0,6.6,55.5,15.7,0.0,0.0,0.5,18.09,11.0,17.08,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lapis legit,Low Sugar
"Wijen,mentah",5.80 g,568.0,19.3,18.1,51.1,0.0,18.0,3.6,26.42,32.17,5.57,76.27,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"wijen,mentah",High protein
Susu Ultra Milk Rasa Stroberi,6 g,30.0,6.0,22.0,3.5,17.0,50.0,0.0,6.51,10.0,6.77,5.22,3.33,13.0,0.0,10.0,0.0,0.0,0.0,0.0,susu ultra milk rasa stroberi,Healthy
Agar-agar double swallow sun,6 g,25.0,0.0,6.0,0.0,0.0,10.0,6.0,1.16,0.0,1.85,0.0,0.67,0.0,1.0,0.0,2.0,2.0,0.0,0.0,agar-agar double swallow sun,Low Carb
Cocoa powder Van Houten,6 g,120.0,6.0,15.0,4.0,0.0,0.0,0.0,5.58,10.0,4.62,5.97,0.0,0.0,0.0,10.0,0.0,6.0,6.0,0.0,cocoa powder van houten,Low Sugar
"Jambu bool, segar",0.80 g,49.0,2.3,9.6,0.2,0.0,1.0,3.5,2.28,3.83,2.95,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jambu bool, segar",Low Carb
Tiwul,1.60 g,353.0,2.4,83.4,1.1,0.0,5.0,6.5,16.42,4.0,25.66,1.64,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tiwul,Low Sugar
Nissin Longer Stick Biscuits,2 g,50.0,2.0,21.0,6.0,5.0,85.0,0.0,6.98,3.33,6.46,8.96,5.67,20.0,0.0,0.0,0.0,7.0,9.0,0.0,nissin longer stick biscuits,Low Sugar
Nasi coklat,2.30 g,112.0,2.3,23.5,0.8,0.0,0.0,0.0,5.21,3.83,7.23,1.19,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,nasi coklat,Low Sugar
Chicki Taro Net rasa BBQ,1 g,90.0,1.0,15.0,2.5,0.0,200.0,0.0,4.19,1.67,4.62,3.73,13.33,0.0,14.0,0.0,5.0,5.0,0.0,0.0,chicki taro net rasa bbq,Low Sugar
Saladstop Jai Ho,7.10 g,324.9,22.3,28.3,14.3,8.4,355.3,7.1,15.11,37.17,8.71,21.34,23.69,0.0,24.0,38.0,0.0,0.0,0.0,24.0,saladstop jai ho,High protein
Chocodrink,2 g,20.0,2.0,23.0,2.5,18.0,100.0,0.0,5.58,3.33,7.08,3.73,6.67,0.0,7.0,0.0,8.0,6.0,0.0,0.0,chocodrink,Healthy
"Asam masak pohon, segar",2.70 g,267.0,2.8,62.5,0.6,0.0,9.0,1.2,12.42,4.67,19.23,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"asam masak pohon, segar",Low Sugar
Bayam rebus,1 g,23.0,1.2,3.7,0.6,0.0,16.0,1.1,1.07,2.0,1.14,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bayam rebus,Low Carb
"Kelio telur, masakan",1.40 g,193.0,10.6,9.7,12.4,0.0,540.0,0.0,8.98,17.67,2.98,18.51,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kelio telur, masakan",Low Carb
Tahu,1.40 g,80.0,10.9,0.8,4.7,0.0,2.0,0.1,3.72,18.17,0.25,7.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tahu,Low Carb
Sariroti roti tawar double soft,3 g,140.0,4.0,23.0,3.0,1.0,105.0,3.0,6.51,6.67,7.08,4.48,7.0,0.0,7.0,0.0,8.0,0.0,0.0,10.0,sariroti roti tawar double soft,Low Sugar
Mcdonald Triple cheeseburger,2 g,520.0,32.0,36.0,28.0,7.0,0.0,2.0,24.19,53.33,11.08,41.79,0.0,0.0,0.0,54.0,0.0,25.0,42.0,0.0,mcdonald triple cheeseburger,High protein
Sagu singkong kering,0.30 g,362.0,0.5,86.9,0.3,0.0,0.0,0.0,16.84,0.83,26.74,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagu singkong kering,Low Sugar
Indomie Hype Abis Seblak Hot Jeletot,7 g,360.0,7.0,44.0,17.0,0.0,1190.0,0.0,16.74,11.67,13.54,25.37,79.33,0.0,80.0,0.0,0.0,17.0,26.0,0.0,indomie hype abis seblak hot jeletot,Low Sugar
Monde Boromon Cookies milk flavour,0 g,0.0,0.0,18.0,0.0,5.0,10.0,0.0,3.72,0.0,5.54,0.0,0.67,0.0,0.0,0.0,6.0,0.0,0.0,0.0,monde boromon cookies milk flavour,Low Sugar
Frisian flag belgian chocolate low fat,7 g,150.0,7.0,25.0,2.5,19.0,100.0,0.0,6.98,11.67,7.69,3.73,6.67,0.0,0.0,12.0,8.0,7.0,0.0,0.0,frisian flag belgian chocolate low fat,Healthy
Subway classic tuna sandwich,2 g,470.0,20.0,41.0,25.0,5.0,0.0,2.0,21.86,33.33,12.62,37.31,0.0,0.0,0.0,34.0,0.0,22.0,38.0,0.0,subway classic tuna sandwich,High protein
Eskrim Magnum classic,4 g,240.0,3.0,30.0,13.0,18.0,0.0,4.0,11.16,5.0,9.23,19.4,0.0,0.0,0.0,0.0,0.0,12.0,20.0,14.0,eskrim magnum classic,Snack
Keripik tempe,2.30 g,581.0,12.1,41.7,40.6,0.0,0.0,2.2,27.02,20.17,12.83,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keripik tempe,Low Sugar
Susu Bubuk,5.70 g,513.0,24.6,36.2,30.0,0.0,380.0,0.0,23.86,41.0,11.14,44.78,25.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susu bubuk,High protein
"Jangang bintatoeng, masakan",2.40 g,107.0,5.3,16.5,2.2,0.0,482.0,0.0,4.98,8.83,5.08,3.28,32.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jangang bintatoeng, masakan",Low Sugar
Golden Farm french fries,3 g,170.0,3.0,29.0,4.5,0.0,0.0,0.0,7.91,5.0,8.92,6.72,0.0,0.0,0.0,0.0,9.0,8.0,7.0,0.0,golden farm french fries,Low Sugar
"Telur ayam ras bagian kuning, segar",1.70 g,355.0,16.3,0.7,31.9,0.0,111.0,0.0,16.51,27.17,0.22,47.61,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"telur ayam ras bagian kuning, segar",High protein
"Ayam,hati,segar",1.50 g,261.0,27.4,1.6,16.1,0.0,1068.0,0.0,12.14,45.67,0.49,24.03,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam,hati,segar",High protein
Bakso ikan,11.27 g,107.0,11.27,11.72,1.23,0.0,255.0,0.0,4.98,18.78,3.61,1.84,17.0,0.0,17.0,19.0,0.0,5.0,0.0,0.0,bakso ikan,Low Sugar
Yogurt frozen pinkberry (Medium),0 g,240.0,9.0,50.0,0.0,47.0,0.0,0.0,11.16,15.0,15.38,0.0,0.0,0.0,0.0,15.0,16.0,12.0,0.0,0.0,yogurt frozen pinkberry (medium),Snack
PRONAS Classic chunky corned beef (340 g),2 g,70.0,8.0,2.0,3.5,0.0,410.0,2.0,3.26,13.33,0.62,5.22,27.33,8.0,28.0,14.0,0.0,0.0,0.0,0.0,pronas classic chunky corned beef (340 g),Low Carb
Sayur lebui,0.90 g,64.0,2.1,12.5,0.6,0.0,124.0,5.7,2.98,3.5,3.85,0.9,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sayur lebui,Low Sugar
Indomie rasa soto lamongan,6 g,130.0,10.0,48.0,14.0,4.0,1030.0,6.0,16.74,16.67,14.77,20.9,68.67,35.0,69.0,0.0,0.0,0.0,21.0,0.0,indomie rasa soto lamongan,Low Sugar
"Jali, mentah",1 g,324.0,11.0,61.0,4.0,0.0,24.0,3.1,15.07,18.33,18.77,5.97,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jali, mentah",Low Sugar
Elle vire yogurt,0.40 g,90.0,2.3,13.0,3.1,11.0,0.0,0.4,4.19,3.83,4.0,4.63,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,elle vire yogurt,Healthy
Markisa squash,0.20 g,217.0,2.5,49.6,1.0,0.0,14.0,0.0,10.09,4.17,15.26,1.49,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,markisa squash,Low Sugar
Putu sopa,0.80 g,215.0,3.3,41.1,4.1,0.0,0.0,0.0,10.0,5.5,12.65,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,putu sopa,Low Sugar
pop mie rasa soto ayam dengan nasi,3 g,250.0,7.0,48.0,15.0,5.0,1320.0,3.0,11.63,11.67,14.77,22.39,88.0,0.0,88.0,0.0,15.0,0.0,23.0,0.0,pop mie rasa soto ayam dengan nasi,Low Sugar
Geblek,1.40 g,195.0,0.4,44.4,1.7,0.0,353.0,3.6,9.07,0.67,13.66,2.54,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,geblek,Low Sugar
Agar-agar swallow globe brand,8 g,20.0,0.0,8.0,0.0,0.0,0.0,8.0,0.93,0.0,2.46,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,agar-agar swallow globe brand,Low Carb
Permen Xylitol fresh mint,0 g,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.47,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,permen xylitol fresh mint,Low Carb
"Gambas (oyong), segar",0.40 g,19.0,0.8,4.1,0.2,0.0,23.0,1.3,0.88,1.33,1.26,0.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gambas (oyong), segar",Low Carb
Nasi tim,0.20 g,120.0,3.4,26.0,0.4,0.0,0.0,0.5,5.58,5.67,8.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nasi tim,Low Sugar
"Sei reuboh, masakan",2.20 g,474.0,11.2,11.7,42.5,0.0,677.0,0.0,22.05,18.67,3.6,63.43,45.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sei reuboh, masakan",Low Sugar
Buah merah,0.40 g,87.0,2.6,13.1,2.7,0.0,110.0,4.0,4.05,4.33,4.03,4.03,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,buah merah,Low Sugar
Subway steak and cheese sandwich,2 g,360.0,24.0,43.0,10.0,5.0,0.0,2.0,16.74,40.0,13.23,14.93,0.0,0.0,0.0,40.0,0.0,17.0,15.0,0.0,subway steak and cheese sandwich,High protein
"Beras hitam, mentah",0.90 g,351.0,8.0,76.9,1.3,0.0,15.0,20.1,16.33,13.33,23.66,1.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"beras hitam, mentah",Low Sugar
"Apang kukus, kue",0.50 g,202.0,3.0,46.7,0.3,0.0,0.0,0.0,9.4,5.0,14.37,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"apang kukus, kue",Low Sugar
"Talas viqueque, segar",1.20 g,115.0,1.8,25.9,0.5,0.0,1.0,8.6,5.35,3.0,7.97,0.75,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"talas viqueque, segar",Low Sugar
Indofood Kecap Manis (135 ml),0 g,45.0,0.0,11.0,0.0,9.0,240.0,0.0,2.09,0.0,3.38,0.0,16.0,0.0,16.0,0.0,4.0,3.0,0.0,0.0,indofood kecap manis (135 ml),Healthy
Tanderloin,20.53 g,151.0,20.53,0.01,7.63,0.0,0.0,0.0,7.02,34.22,0.0,11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tanderloin,High protein
Golden Farm frozen pea,7 g,90.0,7.0,12.0,1.0,3.0,0.0,0.0,4.19,11.67,3.69,1.49,0.0,0.0,0.0,12.0,4.0,5.0,0.0,0.0,golden farm frozen pea,Low Sugar
White Anchovy Powder,3 g,15.0,3.0,0.0,0.0,0.0,70.0,0.0,0.7,5.0,0.0,0.0,4.67,0.0,5.0,5.0,0.0,0.0,0.0,0.0,white anchovy powder,Low Carb
Beef yakiniku,0.80 g,132.0,9.8,20.7,1.1,0.0,409.0,0.3,6.14,16.33,6.37,1.64,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beef yakiniku,Low Sugar
"Asam arang coklat, segar",1.40 g,130.0,0.5,30.9,1.1,0.0,13.0,1.5,6.05,0.83,9.51,1.64,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"asam arang coklat, segar",Low Sugar
Mie Sedaap Instant Rasa Soto 75 g,2 g,340.0,8.0,46.0,13.0,3.0,1030.0,2.0,15.81,13.33,14.15,19.4,68.67,30.0,69.0,0.0,0.0,0.0,20.0,0.0,mie sedaap instant rasa soto 75 g,Low Sugar
"Kacang gude, biji kering",4.20 g,316.0,20.7,58.0,1.0,0.0,16.0,4.6,14.7,34.5,17.85,1.49,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kacang gude, biji kering",High protein
Entrasol Quick Start Chia Seeds,1 g,130.0,2.0,22.0,3.5,12.0,105.0,1.0,6.05,3.33,6.77,5.22,7.0,10.0,7.0,0.0,7.0,0.0,0.0,0.0,entrasol quick start chia seeds,Healthy
Ketupat kandangan,0.70 g,109.0,2.2,13.4,5.2,0.0,0.0,0.0,5.07,3.67,4.12,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ketupat kandangan,Low Sugar
Hickory smoked BBQ  (classic wings),1 g,171.0,15.0,8.0,8.0,7.0,0.0,1.0,7.95,25.0,2.46,11.94,0.0,0.0,0.0,25.0,0.0,8.0,12.0,0.0,hickory smoked bbq  (classic wings),High protein
Susu bubuk dancow fullcream,0 g,120.0,5.0,13.0,6.0,0.0,90.0,0.0,5.58,8.33,4.0,8.96,6.0,18.0,0.0,9.0,0.0,0.0,9.0,0.0,susu bubuk dancow fullcream,Low Sugar
Roma sari gandum,2 g,100.0,2.0,13.0,4.0,3.0,0.0,0.0,4.65,3.33,4.0,5.97,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,roma sari gandum,Low Sugar
"Bihun jagung, mentah",0.50 g,354.0,0.5,87.4,0.3,0.0,49.0,3.0,16.47,0.83,26.89,0.45,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bihun jagung, mentah",Low Sugar
Cuka,0.30 g,21.0,0.1,5.0,0.1,0.0,21.0,0.0,0.98,0.17,1.54,0.15,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuka,Low Carb
Gadung kukus,0.80 g,88.0,0.6,20.9,0.3,0.0,6.0,0.9,4.09,1.0,6.43,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gadung kukus,Low Sugar
"Akar tonjong, segar",1 g,45.0,1.1,10.8,0.4,0.0,96.0,1.2,2.09,1.83,3.32,0.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"akar tonjong, segar",Low Sugar
"Lemon, segar",0.30 g,34.0,0.5,6.2,0.8,0.0,31.0,0.1,1.58,0.83,1.91,1.19,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"lemon, segar",Low Carb
Sariroti Sandwich kacang,2 g,140.0,5.0,18.0,6.0,2.0,135.0,2.0,6.51,8.33,5.54,8.96,9.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,sariroti sandwich kacang,Low Sugar
"Model, masakan",1.30 g,79.0,2.2,8.6,4.0,0.0,147.0,0.0,3.67,3.67,2.65,5.97,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"model, masakan",Low Carb
"Ikan Bawal, segar",1.30 g,91.0,19.0,0.0,1.7,0.0,129.0,0.0,4.23,31.67,0.0,2.54,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan bawal, segar",High protein
Tauco cap meong,6.70 g,159.0,7.4,21.3,4.9,0.0,1547.0,1.6,7.4,12.33,6.55,7.31,103.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tauco cap meong,Low Sugar
donat Krispy kreme oreo chocolate cream,1 g,390.0,4.0,49.0,21.0,27.0,0.0,1.0,18.14,6.67,15.08,31.34,0.0,0.0,0.0,0.0,16.0,19.0,32.0,0.0,donat krispy kreme oreo chocolate cream,Snack
Khong guan malkist sayur,2 g,100.0,2.0,14.0,4.0,0.0,120.0,0.0,4.65,3.33,4.31,5.97,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,khong guan malkist sayur,Low Sugar
Kerupuk udang goreng,1.90 g,477.0,4.7,68.5,20.5,0.0,449.0,5.0,22.19,7.83,21.08,30.6,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kerupuk udang goreng,Low Sugar
"Steamed Dumpling, Chiu Chow Style",1.90 g,92.0,1.9,13.0,3.5,0.0,220.0,0.0,4.28,3.17,4.0,5.22,14.67,0.0,15.0,0.0,0.0,5.0,6.0,0.0,"steamed dumpling, chiu chow style",Low Sugar
Mi kering,1.40 g,339.0,10.0,6.3,1.7,0.0,760.0,0.4,15.77,16.67,1.94,2.54,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mi kering,Low Carb
Taoge seduh,0.30 g,28.0,3.0,4.0,0.8,0.0,18.0,1.0,1.3,5.0,1.23,1.19,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taoge seduh,Low Carb
bebelac gold,2 g,50.0,6.0,24.0,6.0,17.0,75.0,2.0,7.91,10.0,7.38,8.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bebelac gold,Healthy
"Daun leunca, segar",1.70 g,49.0,4.7,8.1,0.5,0.0,0.0,0.0,2.28,7.83,2.49,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun leunca, segar",Low Carb
"Daun gedi kecil, segar",2 g,61.0,3.2,10.4,0.7,0.0,20.0,3.4,2.84,5.33,3.2,1.04,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun gedi kecil, segar",Low Sugar
Cimory yogurt set,3 g,100.0,3.0,16.0,2.5,11.0,0.0,0.0,4.65,5.0,4.92,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,cimory yogurt set,Healthy
"Kacang kedelai, kering",5.50 g,381.0,40.4,24.9,16.7,0.0,210.0,3.2,17.72,67.33,7.66,24.93,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kacang kedelai, kering",High protein
"Jagung kuning pipil, kering, mentah",2.40 g,366.0,9.8,69.1,7.3,0.0,5.0,2.2,17.02,16.33,21.26,10.9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jagung kuning pipil, kering, mentah",Low Sugar
Royco kaldu ayam,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,royco kaldu ayam,Low Carb
Tempe kacang babi,1.20 g,139.0,12.5,21.9,0.8,0.0,0.0,1.8,6.47,20.83,6.74,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tempe kacang babi,Low Sugar
Dairy queen mocha moolatte,1 g,580.0,10.0,88.0,22.0,77.0,0.0,1.0,26.98,16.67,27.08,32.84,0.0,0.0,0.0,0.0,28.0,27.0,33.0,0.0,dairy queen mocha moolatte,Snack
SUP KRIM AYAM ROYCO,2 g,50.0,2.0,0.0,1.0,0.0,710.0,0.0,2.33,3.33,0.0,1.49,47.33,0.0,48.0,4.0,0.0,3.0,0.0,0.0,sup krim ayam royco,Low Carb
Sarimi Kaldu Ayam,2 g,320.0,4.0,45.0,12.0,11.0,670.0,2.0,14.88,6.67,13.85,17.91,44.67,30.0,45.0,0.0,0.0,0.0,18.0,0.0,sarimi kaldu ayam,Snack
"Daun pakis wambateu, segar",1.30 g,53.0,3.4,7.2,1.2,0.0,20.0,4.8,2.47,5.67,2.22,1.79,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pakis wambateu, segar",Low Carb
"Koro kerupuk, biji",1.70 g,125.0,8.3,22.1,0.7,0.0,16.0,2.2,5.81,13.83,6.8,1.04,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"koro kerupuk, biji",Low Sugar
"Daun bebuas, segar",1.10 g,41.0,2.7,7.3,1.0,0.0,0.0,2.1,1.91,4.5,2.25,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun bebuas, segar",Low Carb
Jeruk garut-keprok,0.70 g,44.0,0.8,10.9,0.3,0.0,5.0,1.6,2.05,1.33,3.35,0.45,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jeruk garut-keprok,Low Sugar
Kue gelang,1 g,448.0,5.8,70.0,16.1,0.0,0.0,0.0,20.84,9.67,21.54,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kue gelang,Low Sugar
Sariroti Roti tawar,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,9.3,11.67,11.38,4.48,18.67,0.0,19.0,12.0,12.0,0.0,0.0,0.0,sariroti roti tawar,Low Sugar
Hangop/Butter milk/Whey,1.50 g,65.0,10.0,3.5,1.0,0.0,126.0,0.0,3.02,16.67,1.08,1.49,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hangop/butter milk/whey,Low Carb
